name,genre,year,score,votes,director,star
Getting Even with Dad,Comedy,1994,4.8,7600.0,Howard Deutch,Macaulay Culkin
River of Grass,Drama,1994,6.6,1800.0,Kelly Reichardt,Lisa Donaldson
Rapa Nui,Action,1994,6.4,4700.0,Kevin Reynolds,Jason Scott Lee
The Browning Version,Drama,1994,7.2,3100.0,Mike Figgis,Albert Finney
Cobb,Biography,1994,6.4,7200.0,Ron Shelton,Tommy Lee Jones
Heat,Crime,1995,8.2,596000.0,Michael Mann,Al Pacino
Clueless,Comedy,1995,6.8,193000.0,Amy Heckerling,Alicia Silverstone
Se7en,Crime,1995,8.6,1500000.0,David Fincher,Morgan Freeman
Braveheart,Biography,1995,8.3,978000.0,Mel Gibson,Mel Gibson
Apollo 13,Adventure,1995,7.6,277000.0,Ron Howard,Tom Hanks
The Usual Suspects,Crime,1995,8.5,1000000.0,Bryan Singer,Kevin Spacey
Jumanji,Adventure,1995,7.0,318000.0,Joe Johnston,Robin Williams
Casino,Crime,1995,8.2,480000.0,Martin Scorsese,Robert De Niro
Congo,Action,1995,5.2,43000.0,Frank Marshall,Laura Linney
Batman Forever,Action,1995,5.4,239000.0,Joel Schumacher,Val Kilmer
Kids,Drama,1995,7.1,75000.0,Larry Clark,Leo Fitzpatrick
Toy Story,Animation,1995,8.3,913000.0,John Lasseter,Tom Hanks
Desperado,Action,1995,7.2,175000.0,Robert Rodriguez,Antonio Banderas
Die Hard with a Vengeance,Action,1995,7.6,370000.0,John McTiernan,Bruce Willis
Mortal Kombat,Action,1995,5.8,112000.0,Paul W.S. Anderson,Christopher Lambert
Mallrats,Comedy,1995,7.1,118000.0,Kevin Smith,Shannen Doherty
12 Monkeys,Mystery,1995,8.0,589000.0,Terry Gilliam,Bruce Willis
Leaving Las Vegas,Drama,1995,7.5,117000.0,Mike Figgis,Nicolas Cage
Showgirls,Drama,1995,4.9,64000.0,Paul Verhoeven,Elizabeth Berkley
Before Sunrise,Drama,1995,8.1,282000.0,Richard Linklater,Ethan Hawke
Friday,Comedy,1995,7.3,103000.0,F. Gary Gray,Ice Cube
Sense and Sensibility,Drama,1995,7.7,106000.0,Ang Lee,Emma Thompson
Waterworld,Action,1995,6.2,186000.0,Kevin Reynolds,Kevin Costner
The Basketball Diaries,Biography,1995,7.3,105000.0,Scott Kalvert,Leonardo DiCaprio
Bad Boys,Action,1995,6.9,247000.0,Michael Bay,Will Smith
Billy Madison,Comedy,1995,6.4,135000.0,Tamra Davis,Adam Sandler
Mighty Morphin Power Rangers: The Movie,Action,1995,5.2,26000.0,Bryan Spicer,Karan Ashley
GoldenEye,Action,1995,7.2,243000.0,Martin Campbell,Pierce Brosnan
Species,Action,1995,5.8,76000.0,Roger Donaldson,Natasha Henstridge
Outbreak,Action,1995,6.6,123000.0,Wolfgang Petersen,Dustin Hoffman
Four Rooms,Comedy,1995,6.8,100000.0,Directors,Tim Roth
Empire Records,Comedy,1995,6.7,52000.0,Allan Moyle,Anthony LaPaglia
The Quick and the Dead,Action,1995,6.4,88000.0,Sam Raimi,Sharon Stone
Hackers,Comedy,1995,6.2,66000.0,Iain Softley,Jonny Lee Miller
La Haine,Crime,1995,8.1,157000.0,Mathieu Kassovitz,Vincent Cassel
Casper,Comedy,1995,6.1,125000.0,Brad Silberling,Bill Pullman
"To Wong Foo Thanks for Everything, Julie Newmar",Comedy,1995,6.6,30000.0,Beeban Kidron,Wesley Snipes
Heavyweights,Comedy,1995,6.6,26000.0,Steven Brill,Tom McGowan
Tank Girl,Action,1995,5.4,31000.0,Rachel Talalay,Lori Petty
Now and Then,Comedy,1995,6.8,28000.0,Lesli Linka Glatter,Christina Ricci
Pocahontas,Animation,1995,6.7,175000.0,Mike Gabriel,Mel Gibson
A Goofy Movie,Animation,1995,6.9,48000.0,Kevin Lima,Bill Farmer
Dangerous Minds,Biography,1995,6.5,50000.0,John N. Smith,Michelle Pfeiffer
Crimson Tide,Action,1995,7.3,105000.0,Tony Scott,Gene Hackman
To Die For,Comedy,1995,6.8,45000.0,Gus Van Sant,Nicole Kidman
Sabrina,Comedy,1995,6.3,38000.0,Sydney Pollack,Harrison Ford
Ghost in the Shell,Animation,1995,8.0,133000.0,Mamoru Oshii,Atsuko Tanaka
While You Were Sleeping,Comedy,1995,6.7,95000.0,Jon Turteltaub,Sandra Bullock
Get Shorty,Comedy,1995,6.9,78000.0,Barry Sonnenfeld,Gene Hackman
Tommy Boy,Adventure,1995,7.1,79000.0,Peter Segal,Chris Farley
Babe,Comedy,1995,6.8,119000.0,Chris Noonan,James Cromwell
Dead Man Walking,Crime,1995,7.5,90000.0,Tim Robbins,Susan Sarandon
The Brady Bunch Movie,Comedy,1995,6.1,21000.0,Betty Thomas,Shelley Long
Johnny Mnemonic,Action,1995,5.7,68000.0,Robert Longo,Keanu Reeves
Just Cause,Action,1995,6.4,25000.0,Arne Glimcher,Sean Connery
The Bridges of Madison County,Drama,1995,7.6,76000.0,Clint Eastwood,Clint Eastwood
Strange Days,Action,1995,7.2,68000.0,Kathryn Bigelow,Ralph Fiennes
Cutthroat Island,Action,1995,5.7,27000.0,Renny Harlin,Geena Davis
Judge Dredd,Action,1995,5.6,112000.0,Danny Cannon,Sylvester Stallone
The City of Lost Children,Fantasy,1995,7.5,66000.0,Marc Caro,Ron Perlman
Copycat,Drama,1995,6.6,56000.0,Jon Amiel,Sigourney Weaver
Major Payne,Adventure,1995,6.3,32000.0,Nick Castle,Damon Wayans
Powder,Drama,1995,6.6,29000.0,Victor Salva,Mary Steenburgen
A Little Princess,Drama,1995,7.7,33000.0,Alfonso Cuarón,Liesel Matthews
The American President,Comedy,1995,6.8,54000.0,Rob Reiner,Michael Douglas
Under Siege 2: Dark Territory,Action,1995,5.5,45000.0,Geoff Murphy,Steven Seagal
Higher Learning,Crime,1995,6.5,19000.0,John Singleton,Omar Epps
Mr. Holland's Opus,Drama,1995,7.3,36000.0,Stephen Herek,Richard Dreyfuss
The Prophecy,Action,1995,6.5,30000.0,Gregory Widen,Christopher Walken
Dead Man,Adventure,1995,7.6,92000.0,Jim Jarmusch,Johnny Depp
Ace Ventura: When Nature Calls,Adventure,1995,6.4,206000.0,Steve Oedekerk,Jim Carrey
Dolores Claiborne,Crime,1995,7.4,41000.0,Taylor Hackford,Kathy Bates
First Knight,Action,1995,6.0,70000.0,Jerry Zucker,Sean Connery
Jade,Crime,1995,5.3,12000.0,William Friedkin,David Caruso
The Big Green,Comedy,1995,5.6,9500.0,Holly Goldberg Sloan,Steve Guttenberg
Virtuosity,Action,1995,5.6,29000.0,Brett Leonard,Denzel Washington
Halloween: The Curse of Michael Myers,Horror,1995,4.8,32000.0,Joe Chappelle,Donald Pleasence
Father of the Bride Part II,Comedy,1995,6.1,36000.0,Charles Shyer,Steve Martin
Assassins,Action,1995,6.3,79000.0,Richard Donner,Sylvester Stallone
French Kiss,Comedy,1995,6.6,48000.0,Lawrence Kasdan,Meg Ryan
A Walk in the Clouds,Drama,1995,6.7,32000.0,Alfonso Arau,Keanu Reeves
It Takes Two,Comedy,1995,5.9,21000.0,Andy Tennant,Kirstie Alley
Rob Roy,Adventure,1995,6.9,41000.0,Michael Caton-Jones,Liam Neeson
Dead Presidents,Action,1995,6.9,21000.0,Albert Hughes,Larenz Tate
The Baby-Sitters Club,Comedy,1995,5.8,5500.0,Melanie Mayron,Schuyler Fisk
Waiting to Exhale,Comedy,1995,6.0,10000.0,Forest Whitaker,Whitney Houston
Welcome to the Dollhouse,Comedy,1995,7.4,33000.0,Todd Solondz,Heather Matarazzo
The Indian in the Cupboard,Drama,1995,6.0,27000.0,Frank Oz,Hal Scardino
Rumble in the Bronx,Action,1995,6.8,40000.0,Stanley Tong,Jackie Chan
Devil in a Blue Dress,Crime,1995,6.7,18000.0,Carl Franklin,Denzel Washington
How to Make an American Quilt,Comedy,1995,6.3,11000.0,Jocelyn Moorhouse,Winona Ryder
Kicking and Screaming,Comedy,1995,6.8,13000.0,Noah Baumbach,Josh Hamilton
Tales from the Crypt: Demon Knight,Action,1995,6.7,22000.0,Ernest R. Dickerson,Billy Zane
The Net,Action,1995,5.9,62000.0,Irwin Winkler,Sandra Bullock
Living in Oblivion,Comedy,1995,7.5,17000.0,Tom DiCillo,Steve Buscemi
Dracula: Dead and Loving It,Comedy,1995,5.9,40000.0,Mel Brooks,Leslie Nielsen
Tom and Huck,Adventure,1995,5.5,10000.0,Peter Hewitt,Jonathan Taylor Thomas
Village of the Damned,Horror,1995,5.7,30000.0,John Carpenter,Christopher Reeve
Wild Bill,Action,1995,5.9,6600.0,Walter Hill,Jeff Bridges
Grumpier Old Men,Comedy,1995,6.7,25000.0,Howard Deutch,Walter Matthau
Boys on the Side,Comedy,1995,6.5,12000.0,Herbert Ross,Whoopi Goldberg
Tales from the Hood,Crime,1995,6.4,7400.0,Rusty Cundieff,Clarence Williams III
Money Train,Action,1995,5.7,39000.0,Joseph Ruben,Wesley Snipes
Candyman: Farewell to the Flesh,Horror,1995,5.3,11000.0,Bill Condon,Tony Todd
The Crossing Guard,Drama,1995,6.3,13000.0,Sean Penn,Jack Nicholson
Man of the House,Comedy,1995,5.2,8900.0,James Orr,Chevy Chase
Nixon,Biography,1995,7.1,29000.0,Oliver Stone,Anthony Hopkins
Hideaway,Fantasy,1995,5.3,6400.0,Brett Leonard,Jeff Goldblum
When Night Is Falling,Drama,1995,6.5,6700.0,Patricia Rozema,Pascale Bussières
Underground,Comedy,1995,8.1,56000.0,Emir Kusturica,Predrag 'Miki' Manojlovic
Mighty Aphrodite,Comedy,1995,7.0,39000.0,Woody Allen,Woody Allen
Balto,Animation,1995,7.1,41000.0,Simon Wells,Kevin Bacon
Total Eclipse,Biography,1995,6.5,14000.0,Agnieszka Holland,Leonardo DiCaprio
Fair Game,Action,1995,4.3,12000.0,Andrew Sipes,William Baldwin
Lord of Illusions,Horror,1995,6.1,15000.0,Clive Barker,Scott Bakula
The Scarlet Letter,Drama,1995,5.3,15000.0,Roland Joffé,Demi Moore
Nick of Time,Action,1995,6.3,40000.0,John Badham,Johnny Depp
Senior Trip,Adventure,1995,5.7,5500.0,Kelly Makin,Matt Frewer
Free Willy 2: The Adventure Home,Adventure,1995,5.1,17000.0,Dwight H. Little,Jason James Richter
Things to Do in Denver When You're Dead,Crime,1995,6.8,27000.0,Gary Fleder,Andy Garcia
The Doom Generation,Comedy,1995,6.1,14000.0,Gregg Araki,James Duval
Nine Months,Comedy,1995,5.5,36000.0,Chris Columbus,Hugh Grant
Safe,Drama,1995,7.2,14000.0,Todd Haynes,Julianne Moore
Sudden Death,Action,1995,5.8,33000.0,Peter Hyams,Jean-Claude Van Damme
Circle of Friends,Drama,1995,6.6,8100.0,Pat O'Connor,Chris O'Donnell
Canadian Bacon,Comedy,1995,5.9,16000.0,Michael Moore,John Candy
Screamers,Horror,1995,6.4,26000.0,Christian Duguay,Peter Weller
Vampire in Brooklyn,Comedy,1995,4.6,22000.0,Wes Craven,Eddie Murphy
Murder in the First,Drama,1995,7.3,27000.0,Marc Rocco,Christian Slater
Richard III,Drama,1995,7.4,14000.0,Richard Loncraine,Ian McKellen
The Day of the Beast,Action,1995,7.4,19000.0,Álex de la Iglesia,Álex Angulo
A Kid in King Arthur's Court,Adventure,1995,4.7,5800.0,Michael Gottlieb,Thomas Ian Nicholas
Othello,Drama,1995,6.9,9200.0,Oliver Parker,Laurence Fishburne
Gold Diggers: The Secret of Bear Mountain,Adventure,1995,6.0,4200.0,Kevin James Dobson,Christina Ricci
Clockers,Crime,1995,6.9,21000.0,Spike Lee,Harvey Keitel
Smoke,Comedy,1995,7.4,34000.0,Wayne Wang,Harvey Keitel
Something to Talk About,Comedy,1995,5.7,13000.0,Lasse Hallström,Julia Roberts
Tall Tale,Adventure,1995,5.9,3500.0,Jeremiah S. Chechik,Patrick Swayze
Kiss of Death,Crime,1995,5.9,17000.0,Barbet Schroeder,David Caruso
Delta of Venus,Drama,1995,4.8,1900.0,Zalman King,Audie England
Heavy,Drama,1995,6.8,4500.0,James Mangold,Pruitt Taylor Vince
Home for the Holidays,Comedy,1995,6.6,12000.0,Jodie Foster,Holly Hunter
Angels and Insects,Drama,1995,6.8,4400.0,Philip Haas,Mark Rylance
The Cure,Drama,1995,7.7,9400.0,Peter Horton,Joseph Mazzello
The Horseman on the Roof,Adventure,1995,7.1,5700.0,Jean-Paul Rappeneau,Olivier Martinez
Forget Paris,Comedy,1995,6.5,12000.0,Billy Crystal,Billy Crystal
Mad Love,Comedy,1995,5.4,6200.0,Antonia Bird,Chris O'Donnell
The Hunted,Action,1995,6.0,4900.0,J.F. Lawton,Christopher Lambert
Restoration,Biography,1995,6.6,9000.0,Michael Hoffman,Robert Downey Jr.
Al di là delle nuvole,Drama,1995,6.5,5600.0,Michelangelo Antonioni,Fanny Ardant
My Family,Drama,1995,7.3,3800.0,Gregory Nava,Jimmy Smits
The Brothers McMullen,Comedy,1995,6.6,7500.0,Edward Burns,Jack Mulcahy
The Last Supper,Comedy,1995,6.8,14000.0,Stacy Title,Cameron Diaz
Bushwhacked,Adventure,1995,5.6,5700.0,Greg Beeman,Daniel Stern
La Cérémonie,Crime,1995,7.5,11000.0,Claude Chabrol,Isabelle Huppert
The Addiction,Drama,1995,6.5,9200.0,Abel Ferrara,Lili Taylor
Last of the Dogmen,Adventure,1995,7.0,5000.0,Tab Murphy,Tom Berenger
The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy,1995,6.6,17000.0,Christopher Monger,Hugh Grant
Jack & Sarah,Comedy,1995,6.7,5100.0,Tim Sullivan,Richard E. Grant
The Flower of My Secret,Comedy,1995,7.0,11000.0,Pedro Almodóvar,Marisa Paredes
Blue in the Face,Comedy,1995,6.7,9200.0,Paul Auster,Harvey Keitel
Bye Bye Love,Comedy,1995,6.2,4700.0,Sam Weisman,Matthew Modine
The Mangler,Horror,1995,4.3,8500.0,Tobe Hooper,Robert Englund
Jeffrey,Comedy,1995,6.8,5900.0,Christopher Ashley,Steven Weber
Angus,Comedy,1995,6.7,6400.0,Patrick Read Johnson,Charlie Talbert
Party Girl,Comedy,1995,6.5,4700.0,Daisy von Scherler Mayer,Parker Posey
Operation Dumbo Drop,Action,1995,5.1,8600.0,Simon Wincer,Danny Glover
Losing Isaiah,Drama,1995,6.4,5600.0,Stephen Gyllenhaal,Jessica Lange
The Underneath,Crime,1995,6.1,3400.0,Steven Soderbergh,Peter Gallagher
The Pebble and the Penguin,Animation,1995,5.6,4700.0,Don Bluth,Martin Short
Fluke,Drama,1995,6.7,6600.0,Carlo Carlei,Matthew Modine
Houseguest,Comedy,1995,6.0,6600.0,Randall Miller,Sinbad
Bad Company,Crime,1995,5.4,2800.0,Damian Harris,Ellen Barkin
The White Balloon,Drama,1995,7.7,6900.0,Jafar Panahi,Aida Mohammadkhani
Georgia,Drama,1995,6.6,2800.0,Ulu Grosbard,Jennifer Jason Leigh
Land and Freedom,Drama,1995,7.6,11000.0,Ken Loach,Ian Hart
White Man's Burden,Drama,1995,5.3,4700.0,Desmond Nakano,John Travolta
Never Talk to Strangers,Crime,1995,5.2,6400.0,Peter Hall,Rebecca De Mornay
Top Dog,Action,1995,4.2,3200.0,Aaron Norris,Chuck Norris
The Incredibly True Adventure of Two Girls in Love,Comedy,1995,6.5,4400.0,Maria Maggenti,Laurel Holloman
Jury Duty,Comedy,1995,4.3,7600.0,John Fortenberry,Pauly Shore
Rumpelstiltskin,Comedy,1995,4.5,2200.0,Mark Jones,Max Grodénchik
An Awfully Big Adventure,Comedy,1995,5.9,2700.0,Mike Newell,Hugh Grant
To vlemma tou Odyssea,Drama,1995,7.6,6400.0,Theodoros Angelopoulos,Harvey Keitel
Dr. Jekyll and Ms. Hyde,Comedy,1995,4.5,2700.0,David Price,Sean Young
Jefferson in Paris,Biography,1995,5.7,2800.0,James Ivory,Nick Nolte
Three Wishes,Drama,1995,6.1,2900.0,Martha Coolidge,Patrick Swayze
Far from Home: the Adventures of Yellow Dog,Adventure,1995,6.4,2700.0,Phillip Borsos,Jesse Bradford
New Jersey Drive,Crime,1995,6.7,2900.0,Nick Gomez,Shar-Ron Corley
The Star Maker,Drama,1995,7.4,4900.0,Giuseppe Tornatore,Sergio Castellitto
La fille seule,Drama,1995,6.9,1500.0,Benoît Jacquot,Virginie Ledoyen
Magic in the Water,Adventure,1995,5.5,1900.0,Rick Stevenson,Mark Harmon
Miami Rhapsody,Comedy,1995,5.4,3100.0,David Frankel,Sarah Jessica Parker
Antonia's Line,Comedy,1995,7.5,8400.0,Marleen Gorris,Willeke van Ammelrooy
Rough Magic,Comedy,1995,5.5,1800.0,Clare Peploe,Bridget Fonda
Beyond Rangoon,Action,1995,6.6,4900.0,John Boorman,Patricia Arquette
The Amazing Panda Adventure,Adventure,1995,5.8,3900.0,Christopher Cain,Stephen Lang
Nelly & Monsieur Arnaud,Drama,1995,7.3,4300.0,Claude Sautet,Emmanuelle Béart
The Walking Dead,Action,1995,4.9,759.0,Preston A. Whitmore II,Allen Payne
Panther,Drama,1995,6.4,2300.0,Mario Van Peebles,Kadeem Hardison
Space Jam,Animation,1996,6.5,175000.0,Joe Pytka,Michael Jordan
Independence Day,Action,1996,7.0,543000.0,Roland Emmerich,Will Smith
Romeo + Juliet,Drama,1996,6.7,216000.0,Baz Luhrmann,Leonardo DiCaprio
Scream,Horror,1996,7.3,295000.0,Wes Craven,Neve Campbell
Sleepers,Crime,1996,7.6,202000.0,Barry Levinson,Robert De Niro
From Dusk Till Dawn,Action,1996,7.2,294000.0,Robert Rodriguez,Harvey Keitel
Fargo,Crime,1996,8.1,634000.0,Joel Coen,William H. Macy
Mission: Impossible,Action,1996,7.1,398000.0,Brian De Palma,Tom Cruise
Matilda,Comedy,1996,6.9,135000.0,Danny DeVito,Danny DeVito
Trainspotting,Drama,1996,8.1,647000.0,Danny Boyle,Ewan McGregor
Twister,Action,1996,6.4,183000.0,Jan de Bont,Helen Hunt
Happy Gilmore,Comedy,1996,7.0,205000.0,Dennis Dugan,Adam Sandler
101 Dalmatians,Adventure,1996,5.7,105000.0,Stephen Herek,Glenn Close
Crash,Drama,1996,6.4,54000.0,David Cronenberg,James Spader
Jerry Maguire,Comedy,1996,7.3,249000.0,Cameron Crowe,Tom Cruise
The Rock,Action,1996,7.4,319000.0,Michael Bay,Sean Connery
A Time to Kill,Crime,1996,7.5,138000.0,Joel Schumacher,Matthew McConaughey
The Craft,Drama,1996,6.4,82000.0,Andrew Fleming,Robin Tunney
Primal Fear,Crime,1996,7.7,196000.0,Gregory Hoblit,Richard Gere
Mars Attacks!,Comedy,1996,6.3,214000.0,Tim Burton,Jack Nicholson
The English Patient,Drama,1996,7.4,182000.0,Anthony Minghella,Ralph Fiennes
The Long Kiss Goodnight,Action,1996,6.8,76000.0,Renny Harlin,Geena Davis
Fear,Drama,1996,6.2,44000.0,James Foley,Mark Wahlberg
Bottle Rocket,Comedy,1996,7.0,72000.0,Wes Anderson,Luke Wilson
Stealing Beauty,Drama,1996,6.6,27000.0,Bernardo Bertolucci,Jeremy Irons
Bound,Crime,1996,7.3,52000.0,Lana Wachowski,Jennifer Tilly
Sling Blade,Drama,1996,8.0,89000.0,Billy Bob Thornton,Billy Bob Thornton
The Mirror Has Two Faces,Comedy,1996,6.6,18000.0,Barbra Streisand,Barbra Streisand
The Birdcage,Comedy,1996,7.1,83000.0,Mike Nichols,Robin Williams
That Thing You Do!,Comedy,1996,6.9,64000.0,Tom Hanks,Tom Hanks
The Island of Dr. Moreau,Horror,1996,4.5,32000.0,John Frankenheimer,David Thewlis
Kingpin,Comedy,1996,6.9,79000.0,Bobby Farrelly,Woody Harrelson
The Hunchback of Notre Dame,Animation,1996,7.0,146000.0,Gary Trousdale,Demi Moore
The Frighteners,Comedy,1996,7.1,84000.0,Peter Jackson,Michael J. Fox
Eraser,Action,1996,6.1,106000.0,Chuck Russell,Arnold Schwarzenegger
Striptease,Comedy,1996,4.5,44000.0,Andrew Bergman,Demi Moore
Star Trek: First Contact,Action,1996,7.6,120000.0,Jonathan Frakes,Patrick Stewart
Swingers,Comedy,1996,7.2,77000.0,Doug Liman,Vince Vaughn
Escape from L.A.,Action,1996,5.7,71000.0,John Carpenter,Kurt Russell
Beautiful Girls,Comedy,1996,7.1,32000.0,Ted Demme,Matt Dillon
The Cable Guy,Comedy,1996,6.1,157000.0,Ben Stiller,Jim Carrey
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996,6.6,50000.0,Paris Barclay,Shawn Wayans
Thinner,Fantasy,1996,5.8,29000.0,Tom Holland,Robert John Burke
Hard Eight,Crime,1996,7.2,45000.0,Paul Thomas Anderson,Philip Baker Hall
The Nutty Professor,Comedy,1996,5.6,112000.0,Tom Shadyac,Eddie Murphy
Hamlet,Drama,1996,7.7,37000.0,Kenneth Branagh,Kenneth Branagh
Big Night,Drama,1996,7.3,18000.0,Campbell Scott,Tony Shalhoub
The Ghost and the Darkness,Adventure,1996,6.8,58000.0,Stephen Hopkins,Michael Douglas
Courage Under Fire,Action,1996,6.6,52000.0,Edward Zwick,Denzel Washington
The First Wives Club,Comedy,1996,6.4,45000.0,Hugh Wilson,Goldie Hawn
Set It Off,Action,1996,6.9,15000.0,F. Gary Gray,Jada Pinkett Smith
James and the Giant Peach,Animation,1996,6.7,62000.0,Henry Selick,Paul Terry
DragonHeart,Action,1996,6.5,93000.0,Rob Cohen,Dennis Quaid
Executive Decision,Action,1996,6.4,52000.0,Stuart Baird,Kurt Russell
Bio-Dome,Comedy,1996,4.4,26000.0,Jason Bloom,Pauly Shore
Jack,Comedy,1996,5.8,57000.0,Francis Ford Coppola,Robin Williams
White Squall,Adventure,1996,6.6,22000.0,Ridley Scott,Jeff Bridges
D3: The Mighty Ducks,Action,1996,5.5,26000.0,Robert Lieberman,Emilio Estevez
Broken Arrow,Action,1996,6.0,93000.0,John Woo,John Travolta
Emma,Comedy,1996,6.7,37000.0,Douglas McGrath,Gwyneth Paltrow
Chain Reaction,Action,1996,5.7,49000.0,Andrew Davis,Keanu Reeves
Kama Sutra: A Tale of Love,Crime,1996,6.0,10000.0,Mira Nair,Naveen Andrews
The Crucible,Drama,1996,6.8,36000.0,Nicholas Hytner,Daniel Day-Lewis
Pusher,Crime,1996,7.4,37000.0,Nicolas Winding Refn,Kim Bodnia
Waiting for Guffman,Comedy,1996,7.5,28000.0,Christopher Guest,Christopher Guest
Secrets & Lies,Comedy,1996,8.0,39000.0,Mike Leigh,Timothy Spall
Daylight,Action,1996,5.9,68000.0,Rob Cohen,Sylvester Stallone
Last Man Standing,Action,1996,6.4,54000.0,Walter Hill,Bruce Willis
The Arrival,Mystery,1996,6.2,34000.0,David Twohy,Charlie Sheen
Ransom,Action,1996,6.7,121000.0,Ron Howard,Mel Gibson
Beavis and Butt-Head Do America,Animation,1996,6.8,53000.0,Directors,Mike Judge
Fly Away Home,Adventure,1996,6.8,24000.0,Carroll Ballard,Jeff Daniels
Tin Cup,Comedy,1996,6.4,47000.0,Ron Shelton,Kevin Costner
Barb Wire,Action,1996,3.4,26000.0,David Hogan,Pamela Anderson
Breaking the Waves,Drama,1996,7.8,64000.0,Lars von Trier,Emily Watson
The Phantom,Action,1996,5.0,33000.0,Simon Wincer,Billy Zane
The Fan,Action,1996,5.9,47000.0,Tony Scott,Robert De Niro
Eye for an Eye,Crime,1996,6.2,14000.0,John Schlesinger,Sally Field
2 Days in the Valley,Comedy,1996,6.5,19000.0,John Herzfeld,Teri Hatcher
Trees Lounge,Comedy,1996,7.1,14000.0,Steve Buscemi,Steve Buscemi
The People vs. Larry Flynt,Biography,1996,7.3,90000.0,Milos Forman,Woody Harrelson
Freeway,Comedy,1996,6.8,27000.0,Matthew Bright,Reese Witherspoon
Kazaam,Comedy,1996,3.0,23000.0,Paul Michael Glaser,Shaquille O'Neal
Down Periscope,Comedy,1996,6.2,22000.0,David S. Ward,Kelsey Grammer
Michael,Comedy,1996,5.7,42000.0,Nora Ephron,John Travolta
Mulholland Falls,Crime,1996,6.3,16000.0,Lee Tamahori,Nick Nolte
Jingle All the Way,Adventure,1996,5.6,95000.0,Brian Levant,Arnold Schwarzenegger
She's the One,Comedy,1996,6.0,17000.0,Edward Burns,Edward Burns
Brassed Off,Comedy,1996,7.2,19000.0,Mark Herman,Pete Postlethwaite
Shine,Biography,1996,7.7,52000.0,Scott Hicks,Geoffrey Rush
Black Sheep,Comedy,1996,6.3,38000.0,Penelope Spheeris,Chris Farley
Maximum Risk,Action,1996,5.5,21000.0,Ringo Lam,Jean-Claude Van Damme
One Fine Day,Comedy,1996,6.5,44000.0,Michael Hoffman,Michelle Pfeiffer
Lone Star,Drama,1996,7.4,28000.0,John Sayles,Chris Cooper
Michael Collins,Biography,1996,7.2,30000.0,Neil Jordan,Liam Neeson
Phenomenon,Drama,1996,6.4,76000.0,Jon Turteltaub,John Travolta
Harriet the Spy,Comedy,1996,5.9,9800.0,Bronwen Hughes,Michelle Trachtenberg
Flipper,Adventure,1996,5.3,10000.0,Alan Shapiro,Paul Hogan
Evita,Biography,1996,6.3,34000.0,Alan Parker,Madonna
Diabolique,Drama,1996,5.4,14000.0,Jeremiah S. Chechik,Sharon Stone
Bordello of Blood,Comedy,1996,5.4,14000.0,Gilbert Adler,Dennis Miller
Spy Hard,Action,1996,5.4,37000.0,Rick Friedberg,Leslie Nielsen
The Substitute,Action,1996,6.0,13000.0,Robert Mandel,Tom Berenger
Marvin's Room,Drama,1996,6.7,26000.0,Jerry Zaks,Meryl Streep
Multiplicity,Comedy,1996,6.1,31000.0,Harold Ramis,Michael Keaton
House Arrest,Comedy,1996,5.8,8200.0,Harry Winer,Jamie Lee Curtis
Everyone Says I Love You,Comedy,1996,6.7,36000.0,Woody Allen,Woody Allen
A Very Brady Sequel,Comedy,1996,5.8,10000.0,Arlene Sanford,Shelley Long
The Crow: City of Angels,Action,1996,4.7,19000.0,Tim Pope,Vincent Perez
Basquiat,Biography,1996,6.9,20000.0,Julian Schnabel,Jeffrey Wright
The Quest,Action,1996,5.6,25000.0,Jean-Claude Van Damme,Jean-Claude Van Damme
Muppet Treasure Island,Action,1996,7.0,22000.0,Brian Henson,Tim Curry
Hellraiser: Bloodline,Horror,1996,5.1,20000.0,Director,Bruce Ramsay
Manny & Lo,Comedy,1996,6.6,1900.0,Lisa Krueger,Scarlett Johansson
Beautiful Thing,Comedy,1996,7.6,23000.0,Hettie Macdonald,Glen Berry
The Chamber,Crime,1996,6.0,13000.0,James Foley,Chris O'Donnell
Blood and Wine,Crime,1996,6.0,9400.0,Bob Rafelson,Jack Nicholson
Jude,Drama,1996,6.9,10000.0,Michael Winterbottom,Christopher Eccleston
Bulletproof,Action,1996,5.8,36000.0,Ernest R. Dickerson,Damon Wayans
Mad Dog Time,Comedy,1996,5.4,2700.0,Larry Bishop,Michael J. Pollard
